frameNo	startTime	endTime	dialogue
823	00:39:15,377	00:39:18,813	$<i>You're the only one who can get</i>$<i>in and out of that thing.</i>
824	00:39:18,847	00:39:22,010	$<i>We need you to take</i>$<i>a pebble inside there...</i>
825	00:39:22,050	00:39:23,278	$<i>and jam the gears.</i>
826	00:39:23,318	00:39:25,286	$<i>You do that,</i>$<i>and this tank's gonna get...</i>
827	00:39:25,320	00:39:27,288	$<i>filthier and filthier</i>$<i>by the minute.</i>
828	00:39:27,322	00:39:29,654	$<i>Pretty soon, the dentist'll</i>$<i>have to clean the tank...</i>
829	00:39:29,691	00:39:32,592	$<i>and when he does, he'll take us</i>$<i>out of the tank...</i>
830	00:39:32,627	00:39:34,185	$<i>put us in</i>$<i>individual baggies...</i>
831	00:39:34,229	00:39:36,026	$<i>then we'll roll ourselves</i>$<i>down the counter...</i>
832	00:39:36,064	00:39:37,725	$<i>out the window,</i>$<i>off the awning...</i>
833	00:39:37,766	00:39:39,427	$<i>into the bushes,</i>$<i>across the street...</i>
834	00:39:39,467	00:39:41,935	$<i>and into the harbor!</i>
835	00:39:41,970	00:39:44,905	$It's foolproof.$Who's with me?
836	00:39:44,940	00:39:46,339	$- Aye!$- Aye!
837	00:39:46,374	00:39:47,807	$I think you're nuts.
838	00:39:48,977	00:39:51,810	$No offense, kid,$but you're not the best swimmer.
839	00:39:51,846	00:39:54,246	$He's fine. He can do this.
840	00:39:54,282	00:39:57,740	$So, Sharkbait,$what do you think?
841	00:39:57,786	00:40:02,724	$Let's do it.
842	00:40:02,724	00:40:05,693	$I'm going to P. Sherman,$42 Wallaby Way, Sydney.
843	00:40:05,727	00:40:07,024	$Where are you going?
844	00:40:07,062	00:40:08,723	$I'm going to P. Sherman,$42 Wallaby Way, Sydney.
845	00:40:08,763	00:40:10,390	$If you ask$where I'm going...
846	00:40:10,432	00:40:12,161	$I'll tell you$that's where I'm going.
847	00:40:12,200	00:40:13,667	$It's P. Sherman,$42 Wallaby Way, Sydney.
848	00:40:13,702	00:40:15,465	$Where? I'm sorry,$I didn't hear you.
849	00:40:15,503	00:40:17,061	$P. Sherman,$42 Wallaby Way, Sydney.
850	00:40:17,105	00:40:19,903	$Excuse me.
851	00:40:19,941	00:40:21,738	$Hi.$Do you know how to get...
852	00:40:21,776	00:40:24,745	$Hello? Whoa. Wait.$Can you tell me...
853	00:40:24,779	00:40:29,113	$Hey! Hold it!$I'm trying to talk to you!
854	00:40:29,150	00:40:32,517	$Fellas, come back here.$One quick question.
855	00:40:32,554	00:40:36,957	$I need to...$And they're gone again.
856	00:40:36,992	00:40:38,755	$P. Sherman,$42 Wallaby Way, Sydney.
857	00:40:38,793	00:40:40,454	$Why do I have to tell you$over and over again?
858	00:40:40,495	00:40:42,486	$I'll tell you again.$I don't get tired of it...
859	00:40:42,530	00:40:43,690	$- OK, all right.$- Huh?
860	00:40:43,732	00:40:45,427	$- Here's the thing.$- Uh-huh.
861	00:40:45,467	00:40:50,962	$I think it's best$if I carry on from here by...
862	00:40:51,006	00:40:52,371	$by myself.
863	00:40:52,407	00:40:53,601	$OK.
864	00:40:53,642	00:40:55,337	$- You know, alone.$- Uh-huh.
865	00:40:55,377	00:40:57,402	$Without... without...$I mean, not without you.
866	00:40:57,445	00:41:00,812	$But I don't$want you... with me.
867	00:41:00,849	00:41:03,181	$- Huh?$- Am I...
868	00:41:03,218	00:41:04,378	$I don't want to hurt$your feelings.
869	00:41:04,419	00:41:07,217	$- You want me to leave?$- I mean, not... Yes.
870	00:41:07,255	00:41:09,689	$I just can't afford$any more delays...
871	00:41:09,724	00:41:12,921	$and you're one of those fish$that cause delays.
872	00:41:12,961	00:41:14,588	$Sometimes it's a good thing.
873	00:41:14,629	00:41:17,655	$There's a whole group of fish.$They're delay fish.
874	00:41:17,699	00:41:19,257	$You mean...
875	00:41:19,301	00:41:20,962	$You mean you don't like me?
876	00:41:21,002	00:41:22,799	$No, of course I like you.
877	00:41:22,837	00:41:25,533	$It's because I like you$I don't want to be with you.
878	00:41:25,573	00:41:27,734	$It's a complicated emotion.
879	00:41:27,776	00:41:31,473	$- Ohh!$- Don't cry. I like you.
880	00:41:31,513	00:41:35,882	$Hey, you!$Lady, is this guy bothering you?
881	00:41:35,917	00:41:37,851	$Um... I don't remember.$Were you?
882	00:41:37,886	00:41:39,786	$No, no, no, no, no.$We're just...
883	00:41:39,821	00:41:41,584	$Do you guys know$how I can get to...
884	00:41:41,623	00:41:43,955	$Look, pal, we're talking$to the lady, not you.
885	00:41:43,992	00:41:45,584	$Hey, hey.$You like impressions?
886	00:41:45,627	00:41:47,652	$Mm-hmm.
887	00:41:47,696	00:41:50,028	$Just like in rehearsals,$gentlemen.
888	00:41:50,065	00:41:51,623	$So what are we?$Take a guess.
889	00:41:51,666	00:41:52,963	$Oh, oh.$I've seen one of those.
890	00:41:53,001	00:41:55,196	$I'm a fish with a nose$like a sword.
891	00:41:55,236	00:41:57,204	$- Wait, wait, um...$- It's a swordfish!
892	00:41:57,238	00:41:59,007	$Hey, clown boy,$let the lady guess.
893	00:41:59,007	00:42:00,269	$Hey, clown boy,$let the lady guess.
894	00:42:00,308	00:42:01,866	$Where's the butter?
895	00:42:01,910	00:42:03,309	$Ooh! It's on$the tip of my tongue!
896	00:42:03,345	00:42:05,336	$- Lobster.$- Saw that!
897	00:42:05,380	00:42:07,211	$Lots of legs!$Live in the ocean.
898	00:42:07,248	00:42:08,647	$- Clam!$- Close enough!
899	00:42:08,683	00:42:10,173	$<i>Oh, it's a whale</i>$<i>of a tale</i>
900	00:42:10,218	00:42:11,685	$<i>I'll tell you, lad...</i>
901	00:42:11,720	00:42:12,709	$They're good.
902	00:42:12,754	00:42:14,051	$Will somebody please$give me directions?!
903	00:42:14,089	00:42:16,455	$"Will somebody please$give me directions?!"
904	00:42:16,491	00:42:18,516	$- Ha ha ha ha ha!$- I'm serious!
905	00:42:18,560	00:42:20,551	$"Blah blah blah,$me, me, blah!
906	00:42:20,595	00:42:21,789	$"Blah blah blah,$me, me, me!"
907	00:42:21,830	00:42:23,320	$Thank you.
908	00:42:23,365	00:42:25,856	$Oh, dear. Hey!$Hey, come back!
909	00:42:25,900	00:42:28,036	$- Hey, what's the matter?$- What's the matter?
910	00:42:28,036	00:42:28,559	$- Hey, what's the matter?$- What's the matter?
911	00:42:28,603	00:42:30,571	$While they're doing their$silly little impressions...
912	00:42:30,605	00:42:34,735	$I am miles from home with a fish$that can't remember her name!
913	00:42:34,776	00:42:36,073	$I bet that's frustrating.
914	00:42:36,111	00:42:37,544	$Meanwhile,$my son is out there.
915	00:42:37,579	00:42:39,570	$- Your son Chico?$- Nemo?
916	00:42:39,614	00:42:41,013	$But it doesn't matter$because no fish...
917	00:42:41,049	00:42:43,017	$in this entire ocean$is going to help me.
918	00:42:43,051	00:42:46,817	$Well, I'm helping you.
919	00:42:46,855	00:42:48,186	$Wait right here.
920	00:42:49,424	00:42:52,018	$- Guys!$- Is he bothering you again?
921	00:42:52,060	00:42:53,584	$No, no. He's a good guy.
922	00:42:53,628	00:42:54,629	$Go easy on him.$He's lost his son Fabio.
923	00:42:54,629	00:42:55,857	$Go easy on him.$He's lost his son Fabio.
924	00:42:55,897	00:42:58,764	$Any of you heard of P. Sherman,$42 Wallaby Way, Sydney?
925	00:42:58,867	00:43:01,495	$Sydney? Oh, sure!
926	00:43:01,536	00:43:03,265	$Ted here's got relatives$in Sydney.
927	00:43:03,304	00:43:04,931	$- Don't you, Ted?$- Sure do!
928	00:43:04,973	00:43:06,463	$Oh! Hey!$They know Sydney!
929	00:43:07,709	00:43:09,199	$You wouldn't know how$to get there, would you?
930	00:43:09,244	00:43:11,212	$You want to follow the E.A.C.
931	00:43:11,246	00:43:13,942	$That's the East$Australian Current.
932	00:43:13,982	00:43:15,609	$Big current.$Can't miss it.
933	00:43:15,650	00:43:18,619	$It's in... that direction.
934	00:43:18,653	00:43:20,553	$And then you follow that$for about...
935	00:43:20,588	00:43:22,351	$I don't know.$What do you guys think?
936	00:43:22,390	00:43:23,550	$About three leagues?
937	00:43:23,591	00:43:26,560	$That little baby will put you$right past Sydney.
938	00:43:26,594	00:43:29,028	$- Ta-da!$- That's great!
939	00:43:29,063	00:43:30,257	$Dory, you did it!
940	00:43:30,298	00:43:32,129	$Oh, please,$I'm just your little helper.
941	00:43:32,167	00:43:34,499	$- Helping along. That's me.$- Fellas, thank you.
942	00:43:34,536	00:43:38,165	$Don't mention it!$Just loosen up, OK, buddy?
943	00:43:38,206	00:43:41,198	$Oh, you guys.$You really nailed him. Bye.
944	00:43:41,242	00:43:43,073	$Oh, hey, ma'am.$One more thing.
945	00:43:43,111	00:43:46,672	$When you come to this trench,$swim through it, not over it.
946	00:43:46,714	00:43:48,614	$Trench...$through it, not over it.
947	00:43:48,650	00:43:51,346	$I'll remember. Hey, hey!
948	00:43:52,787	00:43:55,051	$Hey, wait up, partner!$Hold on!
949	00:43:55,089	00:43:57,819	$Wait, wait, wait!$I gotta tell you something.
950	00:43:57,859	00:44:00,555	$Whoa.
951	00:44:00,595	00:44:02,893	$<i>Nice trench.</i>
952	00:44:04,632	00:44:07,624	$Hello!
953	00:44:10,338	00:44:12,966	$- OK, let's go.$- No, no. Bad trench.
954	00:44:13,007	00:44:14,668	$Come on, we'll swim over$this thing.
955	00:44:14,709	00:44:16,836	$Whoa, partner.$Little red flag going up.
956	00:44:16,878	00:44:20,507	$Something's telling me$to swim through it, not over it.
957	00:44:20,548	00:44:22,175	$Are you looking at this thing?
958	00:44:22,217	00:44:23,707	$It's got death$written all over it.
959	00:44:23,751	00:44:26,584	$I really, really, really$think we should swim through.
960	00:44:26,621	00:44:28,851	$And I'm really, really done$talking about this. Over we go.
961	00:44:28,890	00:44:30,858	$- Trust me on this.$- Trust you?
962	00:44:30,892	00:44:32,757	$Yes, trust.$It's what friends do.
963	00:44:32,794	00:44:34,694	$Look! Something shiny!
964	00:44:34,729	00:44:36,492	$- Where?$- It just swam over the trench.
965	00:44:36,531	00:44:42,237	$- Come on, we'll follow it!$- OK!
966	00:44:42,237	00:44:44,899	$Boy, it sure is clear up here.
967	00:44:44,939	00:44:48,397	$Exactly. And look at that...$there's the current.
968	00:44:48,443	00:44:51,037	$We should be there in no time.
969	00:44:51,079	00:44:52,876	$Hey, little guy.
970	00:44:52,914	00:44:54,677	$You wanted to go$through the trench.
971	00:44:54,716	00:44:56,741	$I shall call him Squishy,$and he shall be mine.
972	00:44:56,784	00:44:58,945	$And he shall be my Squishy.$Come here, Squishy.
973	00:44:59,053	00:45:00,486	$Come here, little Squishy.
974	00:45:02,290	00:45:03,518	$Ow!
975	00:45:03,558	00:45:06,425	$- That's a jellyfish!$- Bad Squishy!
976	00:45:06,461	00:45:08,258	$Shoo, shoo! Get away!
977	00:45:08,296	00:45:10,594	$- Let me see that.$- Don't touch it.
978	00:45:10,632	00:45:12,964	$I won't touch it.$I just want to look.
979	00:45:13,001	00:45:15,026	$Hey! How come$it didn't sting you?
980	00:45:15,069	00:45:16,593	$It did.$It's just that...
981	00:45:16,638	00:45:18,333	$- Ow! Ow! Ow!$- Hold still.
982	00:45:18,373	00:45:19,840	$I live in this anemone...
983	00:45:19,874	00:45:21,739	$and I'm used$to these kind of stings.
984	00:45:21,776	00:45:22,936	$Ow! Ow! Ow!
985	00:45:22,977	00:45:24,968	$It doesn't look bad.$You'll be fine.
986	00:45:25,013	00:45:26,742	$But now we know, don't we...
987	00:45:26,781	00:45:28,976	$that we don't want$to touch these again.
988	00:45:29,017	00:45:32,043	$Let's be thankful this time$it was just a little one.
989	00:45:32,086	00:45:34,486	$- Aah!$- Aah!
990	00:45:34,522	00:45:35,784	$Don't move.
991	00:45:37,625	00:45:38,426	$- This is bad, Dory.$- Hey, watch this!
992	00:45:38,426	00:45:40,519	$- This is bad, Dory.$- Hey, watch this!
993	00:45:40,562	00:45:42,223	$Boing! Boing!
994	00:45:42,263	00:45:43,491	$Dory!
995	00:45:43,531	00:45:45,863	$<i>You can't catch me</i>
996	00:45:45,900	00:45:47,367	$Don't bounce on the tops!
997	00:45:47,402	00:45:50,530	$They will... not sting you!
998	00:45:50,572	00:45:53,234	$- The tops don't sting you!$- Two in a row! Beat that!
999	00:45:53,274	00:45:56,209	$Dory, listen to me.$I have an idea... a game.
1000	00:45:56,244	00:45:57,711	$- A game?$- Yes.
1001	00:45:57,812	00:46:00,474	$- I love games! Pick me!$- Here's the game.
1002	00:46:00,515	00:46:03,973	$Whoever can hop the fastest$out of these jellyfish wins!
1003	00:46:04,018	00:46:05,645	$- OK.$- Rules, rules, rules!
1004	00:46:05,687	00:46:08,247	$You can't touch the tentacles.$Only the tops.
1005	00:46:08,289	00:46:10,154	$Something about tentacles.$Got it. Go!
1006	00:46:10,191	00:46:13,126	$Wait! Not something about 'em,$it's all about 'em!
1007	00:46:13,161	00:46:14,355	$- Whee!$- Wait, Dory!
1008	00:46:14,395	00:46:15,096	$Gotta go faster$if you want to win!
1009	00:46:15,096	00:46:16,495	$Gotta go faster$if you want to win!
1010	00:46:16,531	00:46:17,691	$Whoa! Dory!
1011	00:46:17,732	00:46:19,700	$Boing, boing, boing!
1012	00:46:19,734	00:46:22,601	$Wait a minute! Whoa! Dory!
1013	00:46:22,637	00:46:24,161	$Whee!
1014	00:46:24,205	00:46:27,470	$We're cheating death now.$That's what we're doing.
1015	00:46:27,508	00:46:29,169	$But we're having fun$at the same time.
1016	00:46:29,210	00:46:30,643	$I can do this.$Just be careful.
1017	00:46:30,678	00:46:32,578	$Yeah, careful I don't$make you cry when I win!
1018	00:46:32,614	00:46:33,774	$I don't think so!
1019	00:46:33,815	00:46:35,339	$Ha ha ha ha!
1020	00:46:35,383	00:46:37,180	$Whoa!
1021	00:46:37,218	00:46:38,378	$Give it up, old man.
1022	00:46:38,419	00:46:40,683	$You can't fight evolution.$I was built for speed.
1023	00:46:40,722	00:46:42,690	$The question is, Dory,$are you hungry?
1024	00:46:42,724	00:46:44,055	$- Hungry?$- Yeah.
1025	00:46:44,092	00:46:46,822	$'Cause you're about$to eat my bubbles!
1026	00:46:46,861	00:46:49,022	$Duck to the left!$Right there!
1027	00:46:51,399	00:46:53,833	$The clownfish is the winner!
1028	00:46:53,868	00:46:56,928	$Whoo-hoo! We did it!$Look at us!
1029	00:46:56,971	00:46:58,498	$Dory?
1030	00:47:00,733	00:47:02,132	$Oh, no.
1031	00:47:03,202	00:47:05,500	$Dory! Dory!
1032	00:47:05,538	00:47:07,631	$Dory!
1033	00:47:09,609	00:47:11,839	$Dory!
1034	00:47:11,878	00:47:13,709	$Ohh!
1035	00:47:16,015	00:47:18,745	$Am I disqualified?
1036	00:47:18,784	00:47:20,752	$No, you're doing fine!$You're actually winning!
1037	00:47:20,786	00:47:23,914	$But you gotta stay awake.$Where does P. Sherman live?
1038	00:47:23,956	00:47:26,857	$P. Sherman...$Wallaby Way, Sydney...
1039	00:47:26,893	00:47:28,656	$That's it!
1040	00:47:28,694	00:47:29,854	$Uhh!
1041	00:47:29,896	00:47:32,592	$- Wallaby Way...$- Uhh! Stay awake!
1042	00:47:32,632	00:47:34,930	$Stay awake!$Ooh! Stay awake!
1043	00:47:34,967	00:47:38,733	$Stay... awake!
1044	00:47:41,274	00:47:44,539	$- Awake.$- P. Sherman.
1045	00:47:44,577	00:47:47,569	$- Awake.$- 42 Wallaby Way.
1046	00:47:47,613	00:47:51,183	$Wake up. Nemo...
1047	00:47:51,183	00:47:51,581	$Wake up. Nemo...
1048	00:48:06,299	00:48:08,665	$You miss your dad,$don't you, Sharkbait?
1049	00:48:08,701	00:48:09,569	$Yeah.
1050	00:48:09,569	00:48:10,058	$Yeah.
1051	00:48:10,102	00:48:14,095	$You're lucky to have someone$out there looking for you.
1052	00:48:14,140	00:48:16,301	$He's not looking for me.
1053	00:48:16,342	00:48:19,709	$He's scared of the ocean.
1054	00:48:19,745	00:48:21,303	$Peach, any movement?
1055	00:48:21,380	00:48:24,281	$He's had four cups of coffee.$It's gotta be soon.
1056	00:48:24,317	00:48:25,841	$Keep on him.
1057	00:48:28,254	00:48:31,087	$My first escape...$landed on dental tools.
1058	00:48:31,123	00:48:32,556	$I was aiming for the toilet.
1059	00:48:32,592	00:48:33,786	$Toilet?
1060	00:48:33,826	00:48:36,420	$All drains$lead to the ocean, kid.
1061	00:48:36,462	00:48:39,727	$Wow. How many times have$you tried to get out?
1062	00:48:39,765	00:48:41,357	$Ah, I've lost count.
1063	00:48:41,400	00:48:43,334	$Fish aren't meant$to be in a box, kid.
1064	00:48:43,369	00:48:45,030	$It does things to you.
1065	00:48:45,071	00:48:47,198	$Bubbles! Bubbles!
1066	00:48:47,239	00:48:49,605	$Potty break! He grabbed$the "Reader's Digest."
1067	00:48:49,642	00:48:53,043	$- We have 4.2 minutes!$- That's your cue, Sharkbait.
1068	00:48:53,079	00:48:55,377	$- You can do it, kid.$- We gotta be quick.
1069	00:48:55,414	00:48:55,615	$Once you get in, swim to$the bottom of the chamber...
1070	00:48:55,615	00:48:58,049	$Once you get in, swim to$the bottom of the chamber...
1071	00:48:58,084	00:48:59,847	$and I'll talk you$through the rest.
1072	00:48:59,885	00:49:02,683	$- OK.$- It'll be a piece of kelp.
1073	00:49:11,130	00:49:12,495	$Nicely done!
1074	00:49:12,531	00:49:14,260	$- Can you hear me?$- Yeah!
1075	00:49:14,300	00:49:16,791	$Here comes the pebble.
1076	00:49:18,070	00:49:19,264	$Ptoo.
1077	00:49:21,741	00:49:24,539	$Now, do you see$a small opening?
1078	00:49:24,577	00:49:26,010	$Uh-huh!
1079	00:49:26,045	00:49:29,208	$<i>Inside it,</i>$<i>you'll see a rotating fan.</i>
1080	00:49:29,248	00:49:33,776	$<i>Wedge that pebble into the fan</i>$<i>to stop it turning.</i>
1081	00:49:37,189	00:49:38,486	$Aah!
1082	00:49:38,524	00:49:40,822	$- Careful, Sharkbait!$- I can't do it!
1083	00:49:40,860	00:49:42,384	$Gill, this isn't a good idea.
1084	00:49:42,428	00:49:44,191	$He'll be fine. Try again!
1085	00:49:44,230	00:49:46,926	$OK.
1086	00:49:46,966	00:49:49,434	$<i>That's it, Sharkbait.</i>
1087	00:49:49,468	00:49:51,766	$<i>Nice and steady.</i>
1088	00:49:54,240	00:49:55,798	$I got it! I got it!
1089	00:49:55,841	00:49:58,571	$- He did it!$- That's great, kid!
1090	00:49:58,611	00:50:00,806	$<i>Now swim up the tube</i>$<i>and out.</i>
1091	00:50:18,097	00:50:20,827	$Oh, no! Gill!
1092	00:50:20,866	00:50:22,060	$- Sharkbait!$- Oh, my gosh!
1093	00:50:22,101	00:50:23,329	$Get him outta there!
1094	00:50:23,369	00:50:25,894	$- What do we do?$- Oh, no!
1095	00:50:25,938	00:50:27,906	$Stay calm, kid.$Just don't panic!
1096	00:50:28,941	00:50:30,340	$Help me!
1097	00:50:30,376	00:50:32,742	$Sharkbait, grab hold of this!
1098	00:50:36,248	00:50:38,216	$- No! No! No!$- Feed me more!
1099	00:50:38,250	00:50:41,185	$- That's it!$- Sharkbait! Grab it!
1100	00:50:41,220	00:50:43,916	$I got it!
1101	00:50:43,956	00:50:45,753	$Pull!
1102	00:50:52,431	00:50:55,127	$Gill, don't make him$go back in there.
1103	00:50:56,368	00:51:00,395	$No. We're done.
1104	00:51:13,452	00:51:15,147	$<i>Dude.</i>
1105	00:51:15,187	00:51:18,247	$- Uhh.$- Dude.
1106	00:51:18,290	00:51:22,784	$Focus, dude. Dude.
1107	00:51:22,828	00:51:24,455	$Ohh.
1108	00:51:24,497	00:51:26,089	$Oh, he lives.$Hey, dude!
1109	00:51:26,132	00:51:29,499	$Ohh. What happened?
1110	00:51:29,535	00:51:31,594	$Saw the whole thing, dude.
1111	00:51:31,637	00:51:33,502	$First, you were all,$like, "Whoa!"...
1112	00:51:33,539	00:51:35,166	$and then we were$all, like, "Whoa!"...
1113	00:51:35,207	00:51:37,107	$and then you were,$like, "Whoa."
1114	00:51:37,143	00:51:38,576	$What are you talking about?
1115	00:51:38,611	00:51:42,047	$You, mini-man.$Takin' on the jellies.
1116	00:51:42,081	00:51:44,914	$You got serious$thrill issues, dude.
1117	00:51:44,950	00:51:46,212	$- Ohh.$- Awesome.
1118	00:51:46,252	00:51:49,449	$Uhh. Oh, my stomach. Ohh!
1119	00:51:49,488	00:51:51,456	$Oh, man. No hurlin'$on the shell, dude, OK?
1120	00:51:51,490	00:51:52,684	$Just waxed it.
1121	00:51:52,725	00:51:54,955	$So, Mr. Turtle...
1122	00:51:54,994	00:51:57,360	$Whoa, dude.$Mr. Turtle is my father.
1123	00:51:57,396	00:51:58,829	$The name's Crush.
1124	00:51:58,864	00:52:01,196	$Crush? Really?
1125	00:52:01,233	00:52:05,897	$OK, Crush. I need to$the East Australian Current.
1126	00:52:05,938	00:52:07,166	$E.A.C.?
1127	00:52:07,206	00:52:09,140	$Oh, dude.
1128	00:52:09,175	00:52:11,541	$You're ridin' it, dude!
1129	00:52:11,577	00:52:14,205	$Check it out!
1130	00:52:35,134	00:52:36,999	$OK, grab shell, dude!
1131	00:52:37,036	00:52:38,804	$Grab wh-a-a-at?!
1132	00:52:38,804	00:52:39,361	$Grab wh-a-a-at?!
1133	00:52:48,180	00:52:50,842	$Ha ha! Righteous!$Righteous!
1134	00:52:50,883	00:52:55,621	$- Yeah!$- Stop!
1135	00:52:55,621	00:52:58,089	$So...
1136	00:52:58,123	00:53:01,650	$What brings you on this fine day$to the E.A.C.?
1137	00:53:01,694	00:53:04,288	$Dory and I need$to get to Sydney.
1138	00:53:04,330	00:53:06,560	$Dory!$Is she all right?
1139	00:53:06,599	00:53:08,396	$Huh? Oh, little blue.
1140	00:53:09,501	00:53:11,093	$She is sub-level, dude.
1141	00:53:15,241	00:53:17,801	$Dory! Dory! Dory!
1142	00:53:17,843	00:53:19,572	$Dory.
1143	00:53:21,313	00:53:24,146	$I'm so sorry.
1144	00:53:24,183	00:53:27,516	$This is all my fault.$It's my fault.
1145	00:53:27,553	00:53:32,524	$Twenty-nine, thirty!$Ready or not, here I come!
1146	00:53:32,524	00:53:34,549	$There you are!
1147	00:53:35,828	00:53:38,695	$Catch me if you can!
1148	00:53:38,731	00:53:41,097	$Dory?
1149	00:53:41,133	00:53:42,964	$<i>Nice wave!</i>
1150	00:53:43,002	00:53:45,027	$Oh, wow!
1151	00:53:45,070	00:53:46,731	$Heh heh.
1152	00:53:46,772	00:53:47,206	$Up you go!
1153	00:53:47,206	00:53:48,605	$Up you go!
1154	00:53:48,641	00:53:51,633	$Whoo-hoo! Whoo-hoo!
1155	00:53:51,677	00:53:53,110	$Whoa! Whoa!
1156	00:53:54,413	00:53:56,745	$Whoa-oh-oh-oh!
1157	00:53:58,651	00:54:01,245	$- Oh, my goodness!$- Kill the motor, dude.
1158	00:54:01,287	00:54:04,620	$Let us see what Squirt does$flying solo.
1159	00:54:10,362	00:54:13,058	$Whoa!
1160	00:54:13,098	00:54:16,090	$Whoa! That was so cool!
1161	00:54:16,135	00:54:17,932	$Hey, Dad,$did you see that?
1162	00:54:17,970	00:54:20,302	$Did you see me?$Did you see what I did?
1163	00:54:20,339	00:54:23,308	$You so totally rock, Squirt!
1164	00:54:23,342	00:54:24,866	$So give me some fin.
1165	00:54:24,910	00:54:26,309	$Noggin.
1166	00:54:26,345	00:54:27,710	$- Dude.$- Dude.
1167	00:54:27,746	00:54:29,145	$Oh... intro.
1168	00:54:29,181	00:54:31,081	$Jellyman, offspring.
1169	00:54:31,116	00:54:33,175	$Offspring, Jellyman.
1170	00:54:33,218	00:54:36,745	$- Jellies?! Sweet.$- Totally.
1171	00:54:36,789	00:54:40,020	$Apparently, I must've done$something you liked... dudes.
1172	00:54:40,059	00:54:42,493	$- You rock, dude!$- Ow.
1173	00:54:42,528	00:54:47,261	$Curl away, my son.$It's awesome, Jellyman.
1174	00:54:47,299	00:54:48,960	$<i>The little dudes</i>$<i>are just eggs.</i>
1175	00:54:49,001	00:54:50,764	$<i>We leave 'em</i>$<i>on a beach to hatch...</i>
1176	00:54:50,803	00:54:52,065	$and then, coo-coo-cachoo...
1177	00:54:52,104	00:54:54,504	$they find their way back$to the big ol' blue.
1178	00:54:54,540	00:54:56,872	$- All by themselves?$- Yeah.
1179	00:54:56,909	00:54:59,901	$But, dude, how do you know$when they're ready?
1180	00:54:59,945	00:55:01,173	$Well, you never really know.
1181	00:55:01,213	00:55:04,614	$But when they know,$you'll know, you know? Ha.
1182	00:55:08,854	00:55:10,287	$Hey, look, everybody.
1183	00:55:10,322	00:55:13,018	$I know that dude!$It's the Jellyman!
1184	00:55:13,058	00:55:15,083	$Go on. Jump on him!
1185	00:55:15,127	00:55:18,324	$- Turtle pile!$- Wait, wait, wait!
1186	00:55:18,364	00:55:20,423	$- Are you funny?$- Where's your shell?
1187	00:55:20,466	00:55:22,525	$- I need to breathe!$- Are you running away?
1188	00:55:22,568	00:55:24,229	$Did you really cross$the jellyfish forest?
1189	00:55:24,269	00:55:26,237	$- Did they sting you?$- One at a time!
1190	00:55:26,271	00:55:27,932	$Mr. Fish, did you die?
1191	00:55:27,973	00:55:30,498	$Sorry, I was$a little vague on the details.
1192	00:55:30,542	00:55:31,702	$So, where are you going?
1193	00:55:31,744	00:55:33,609	$You see, my son was taken.
1194	00:55:33,645	00:55:36,478	$My son was taken away from me.
1195	00:55:36,515	00:55:38,779	$- No way.$- What happened?
1196	00:55:38,817	00:55:40,978	$No, no, kids.$I don't want to talk about it.
1197	00:55:41,020	00:55:43,352	$Aww! Please?
1198	00:55:43,389	00:55:44,720	$Please?
1199	00:55:44,757	00:55:47,493	$Well, OK.
1200	00:55:47,493	00:55:51,327	$I live on this reef$a long, long way from here.
1201	00:55:51,363	00:55:53,388	$This is gonna be good.$I can tell.
1202	00:55:53,432	00:55:55,832	$And my son Nemo...
1203	00:55:55,868	00:55:57,836	$See, he was mad at me.
1204	00:55:57,870	00:55:59,497	$And maybe he wouldn't$have done it...
1205	00:55:59,538	00:56:01,028	$if I hadn't been$so tough on him.
1206	00:56:01,073	00:56:02,301	$I don't know.
1207	00:56:02,341	00:56:04,332	$Anyway, he swam out in$the open water to this boat...
1208	00:56:04,376	00:56:07,243	$and when he was out there,$these divers appeared...
1209	00:56:07,279	00:56:09,907	$and I tried to stop them,$but the boat was too fast.
1210	00:56:09,948	00:56:11,711	$So, we swam out in the ocean$to follow them...
1211	00:56:11,750	00:56:14,082	$They couldn't stop 'em.$And then Nemo's dad...
1212	00:56:14,119	00:56:16,883	$he swims out to the ocean,$and they bump into...
1213	00:56:16,922	00:56:18,219	$...three ferocious sharks.
1214	00:56:18,257	00:56:20,350	$He scares away the sharks$by blowing 'em up!
1215	00:56:20,392	00:56:21,723	$Golly, that's amazing.
1216	00:56:21,760	00:56:23,387	$And then dives$thousands of feet...
1217	00:56:23,429	00:56:25,158	$...straight down$into the dark.
1218	00:56:25,197	00:56:26,664	$It's wicked dark down there.
1219	00:56:26,698	00:56:28,393	$You can't see a thing.$How's it going, Bob?
1220	00:56:28,434	00:56:30,095	$And the only thing$they can see down there...
1221	00:56:30,135	00:56:31,864	$...is the light from$this big, horrible creature...
1222	00:56:31,904	00:56:33,872	$with razor-sharp teeth.$Nice parry, old man.
1223	00:56:33,906	00:56:35,271	$And then he has$to blast his way...
1224	00:56:35,307	00:56:36,934	$So, these two little fish$have been...
1225	00:56:36,975	00:56:40,512	$searching the ocean for days$on the East Australian Current.
1226	00:56:40,512	00:56:42,844	$Which means that he may be$on his way here right now.
1227	00:56:42,881	00:56:44,405	$That should put him$in Sydney Harbor...
1228	00:56:44,450	00:56:45,747	$...in a matter of days.$I mean, it sounds like...
1229	00:56:45,784	00:56:47,775	$this guy is gonna$stop at nothing...
