startTime	endTime	dialogue	slice
00:42:37,579	00:42:39,570	 Your son Chico? Nemo?	26
00:42:39,614	00:42:41,013	 But it doesnt matter because no fish...	26
00:42:41,049	00:42:43,017	 in this entire ocean is going to help me.	26
00:42:43,051	00:42:46,817	 Well, I'm helping you.	26
00:42:46,855	00:42:48,186	 Wait right here.	26
00:42:49,424	00:42:52,018	 Guys! Is he bothering you again?	26
00:42:52,060	00:42:53,584	 No, no. He's a good guy.	26
00:42:53,628	00:42:54,629	 Go easy on him. He's lost his son Fabio.	26
00:42:55,897	00:42:58,764	 Any of you heard of P. Sherman, 42 Wallaby Way, Sydney?	26
00:42:58,867	00:43:01,495	 Sydney? Oh, sure!	26
00:43:01,536	00:43:03,265	 Ted here's got relatives in Sydney.	26
00:43:03,304	00:43:04,931	 Don't you, Ted? Sure do!	26
00:43:04,973	00:43:06,463	 Oh! Hey! They know Sydney!	26
00:43:07,709	00:43:09,199	 You wouldnt know how to get there, would you?	26
00:43:09,244	00:43:11,212	 You want to follow the E.A.C.	26
00:43:11,246	00:43:13,942	 That's the East Australian Current.	26
00:43:13,982	00:43:15,609	 Big current. Can't miss it.	26
00:43:15,650	00:43:18,619	 It's in... that direction.	26
00:43:18,653	00:43:20,553	 And then you follow that for about...	26
00:43:20,588	00:43:22,351	 I dont know. What do you guys think?	26
00:43:22,390	00:43:23,550	 About three leagues?	26
00:43:23,591	00:43:26,560	 That little baby will put you right past Sydney.	26
00:43:26,594	00:43:29,028	 Ta-da! That's great!	26
00:43:29,063	00:43:30,257	 Dory, you did it!	26
00:43:30,298	00:43:32,129	 Oh, please, I'm just your little helper.	26
00:43:32,167	00:43:34,499	 Helping along. That's me. Fellas, thank you.	26
00:43:34,536	00:43:38,165	 Don't mention it! Just loosen up, OK, buddy?	26
00:43:38,206	00:43:41,198	 Oh, you guys. You really nailed him. Bye.	26
00:43:41,242	00:43:43,073	 Oh, hey, ma'am. One more thing.	26
00:43:43,111	00:43:46,672	 When you come to this trench, swim through it, not over it.	26
00:43:46,714	00:43:48,614	 Trench... through it, not over it.	26
00:43:48,650	00:43:51,346	 I'll remember. Hey, hey!	26
00:43:52,787	00:43:55,051	 Hey, wait up, partner! Hold on!	26
00:43:55,089	00:43:57,819	 Wait, wait, wait! I gotta tell you something.	26
00:43:57,859	00:44:00,555	 Whoa.	26
00:44:00,595	00:44:02,893	 Nice trench.	26
00:44:04,632	00:44:07,624	 Hello!	27
00:44:10,338	00:44:12,966	 OK, let's go. No, no. Bad trench.	27
00:44:13,007	00:44:14,668	 Come on, we'll swim over this thing.	27
00:44:14,709	00:44:16,836	 Whoa, partner. Little red flag going up.	27
00:44:16,878	00:44:20,507	 Something's telling me to swim through it, not over it.	27
00:44:20,548	00:44:22,175	 Are you looking at this thing?	27
00:44:22,217	00:44:23,707	 It's got death written all over it.	27
00:44:23,751	00:44:26,584	 I really, really, really think we should swim through.	27
00:44:26,621	00:44:28,851	 And I'm really, really done talking about this. Over we go.	27
00:44:28,890	00:44:30,858	 Trust me on this. Trust you?	27
00:44:30,892	00:44:32,757	 Yes, trust. It's what friends do.	27
00:44:32,794	00:44:34,694	 Look! Something shiny!	27
00:44:34,729	00:44:36,492	 Where? It just swam over the trench.	27
00:44:36,531	00:44:42,237	 Come on, we'll follow it! OK!	27
00:44:42,237	00:44:44,899	 Boy, it sure is clear up here.	27
00:44:44,939	00:44:48,397	 Exactly. And look at that... there's the current.	27
00:44:48,443	00:44:51,037	 We should be there in no time.	27
00:44:51,079	00:44:52,876	 Hey, little guy.	27
00:44:52,914	00:44:54,677	 You wanted to go through the trench.	27
00:44:54,716	00:44:56,741	 I shall call him Squishy, and he shall be mine.	27
00:44:56,784	00:44:58,945	 And he shall be my Squishy. Come here, Squishy.	27
00:44:59,053	00:45:00,486	 Come here, little Squishy.	27
00:45:02,290	00:45:03,518	 Ow!	27
00:45:03,558	00:45:06,425	 That's a jellyfish! Bad Squishy!	27
00:45:06,461	00:45:08,258	 Shoo, shoo! Get away!	27
00:45:08,296	00:45:10,594	 Let me see that. Don't touch it.	27
00:45:10,632	00:45:12,964	 I wont touch it. I just want to look.	27
00:45:13,001	00:45:15,026	 Hey! How come it didnt sting you?	27
00:45:15,069	00:45:16,593	 It did. It's just that...	27
00:45:16,638	00:45:18,333	 Ow! Ow! Ow! Hold still.	27
00:45:18,373	00:45:19,840	 I live in this anemone...	27
00:45:19,874	00:45:21,739	 and I'm used to these kind of stings.	27
00:45:21,776	00:45:22,936	 Ow! Ow! Ow!	27
00:45:22,977	00:45:24,968	 It doesnt look bad. You'll be fine.	27
00:45:25,013	00:45:26,742	 But now we know, dont we...	27
00:45:26,781	00:45:28,976	 that we dont want to touch these again.	27
00:45:29,017	00:45:32,043	 Let's be thankful this time it was just a little one.	27
00:45:32,086	00:45:34,486	 Aah! Aah!	27
00:45:34,522	00:45:35,784	 Don't move.	27
00:45:37,625	00:45:38,426	 This is bad, Dory. Hey, watch this!	27
00:45:40,562	00:45:42,223	 Boing! Boing!	28
00:45:42,263	00:45:43,491	 Dory!	28
00:45:43,531	00:45:45,863	 You cant catch me	28
00:45:45,900	00:45:47,367	 Don't bounce on the tops!	28
00:45:47,402	00:45:50,530	 They will... not sting you!	28
00:45:50,572	00:45:53,234	 The tops dont sting you! Two in a row! Beat that!	28
00:45:53,274	00:45:56,209	 Dory, listen to me. I have an idea... a game.	28
00:45:56,244	00:45:57,711	 A game? Yes.	28
00:45:57,812	00:46:00,474	 I love games! Pick me! Here's the game.	28
00:46:00,515	00:46:03,973	 Whoever can hop the fastest out of these jellyfish wins!	28
00:46:04,018	00:46:05,645	 OK. Rules, rules, rules!	28
00:46:05,687	00:46:08,247	 You cant touch the tentacles. Only the tops.	28
00:46:08,289	00:46:10,154	 Something about tentacles. Got it. Go!	28
00:46:10,191	00:46:13,126	 Wait! Not something about 'em, it's all about 'em!	28
00:46:13,161	00:46:14,355	 Whee! Wait, Dory!	28
00:46:14,395	00:46:15,096	 Gotta go faster if you want to win!	28
00:46:16,531	00:46:17,691	 Whoa! Dory!	28
00:46:17,732	00:46:19,700	 Boing, boing, boing!	28
00:46:19,734	00:46:22,601	 Wait a minute! Whoa! Dory!	28
00:46:22,637	00:46:24,161	 Whee!	28
00:46:24,205	00:46:27,470	 We're cheating death now. That's what we're doing.	28
00:46:27,508	00:46:29,169	 But we're having fun at the same time.	28
00:46:29,210	00:46:30,643	 I can do this. Just be careful.	28
00:46:30,678	00:46:32,578	 Yeah, careful I dont make you cry when I win!	28
00:46:32,614	00:46:33,774	 I dont think so!	28
00:46:33,815	00:46:35,339	 Ha ha ha ha!	28
00:46:35,383	00:46:37,180	 Whoa!	28
00:46:37,218	00:46:38,378	 Give it up, old man.	28
00:46:38,419	00:46:40,683	 You cant fight evolution. I was built for speed.	28
00:46:40,722	00:46:42,690	 The question is, Dory, are you hungry?	28
00:46:42,724	00:46:44,055	 Hungry? Yeah.	28
00:46:44,092	00:46:46,822	 'Cause you're about to eat my bubbles!	28
00:46:46,861	00:46:49,022	 Duck to the left! Right there!	28
00:46:51,399	00:46:53,833	 The clownfish is the winner!	28
00:46:53,868	00:46:56,928	 Whoo-hoo! We did it! Look at us!	28
00:46:56,971	00:46:58,498	 Dory?	28
00:47:00,733	00:47:02,132	 Oh, no.	28
00:47:03,202	00:47:05,500	 Dory! Dory!	28
00:47:05,538	00:47:07,631	 Dory!	28
00:47:11,878	00:47:13,709	 Ohh!	28
00:47:16,015	00:47:18,745	 Am I disqualified?	28
00:47:18,784	00:47:20,752	 No, you're doing fine! You're actually winning!	29
00:47:20,786	00:47:23,914	 But you gotta stay awake. Where does P. Sherman live?	29
00:47:23,956	00:47:26,857	 P. Sherman... Wallaby Way, Sydney...	29
00:47:26,893	00:47:28,656	 That's it!	29
00:47:28,694	00:47:29,854	 Uhh!	29
00:47:29,896	00:47:32,592	 Wallaby Way... Uhh! Stay awake!	29
00:47:32,632	00:47:34,930	 Stay awake! Ooh! Stay awake!	29
00:47:34,967	00:47:38,733	 Stay... awake!	29
00:47:41,274	00:47:44,539	 Awake. P. Sherman.	29
00:47:44,577	00:47:47,569	 Awake. 42 Wallaby Way.	29
00:47:47,613	00:47:51,183	 Wake up. Nemo...	29
00:48:06,299	00:48:08,665	 You miss your dad, dont you, Sharkbait?	29
00:48:08,701	00:48:09,569	 Yeah.	29
00:48:10,102	00:48:14,095	 You're lucky to have someone out there looking for you.	29
00:48:14,140	00:48:16,301	 He's not looking for me.	29
00:48:16,342	00:48:19,709	 He's scared of the ocean.	29
00:48:19,745	00:48:21,303	 Peach, any movement?	29
00:48:21,380	00:48:24,281	 He's had four cups of coffee. It's gotta be soon.	29
00:48:24,317	00:48:25,841	 Keep on him.	29
00:48:28,254	00:48:31,087	 My first escape... landed on dental tools.	29
00:48:31,123	00:48:32,556	 I was aiming for the toilet.	29
00:48:32,592	00:48:33,786	 Toilet?	29
00:48:33,826	00:48:36,420	 All drains lead to the ocean, kid.	29
00:48:36,462	00:48:39,727	 Wow. How many times have you tried to get out?	29
00:48:39,765	00:48:41,357	 Ah, I've lost count.	29
00:48:41,400	00:48:43,334	 Fish aren't meant to be in a box, kid.	29
00:48:43,369	00:48:45,030	 It does things to you.	29
00:48:45,071	00:48:47,198	 Bubbles! Bubbles!	29
00:48:47,239	00:48:49,605	" Potty break! He grabbed the ""Reader's Digest."""	29
00:48:49,642	00:48:53,043	 We have 4.2 minutes! That's your cue, Sharkbait.	29
00:48:53,079	00:48:55,377	 You can do it, kid. We gotta be quick.	29
00:48:55,414	00:48:55,615	 Once you get in, swim to the bottom of the chamber...	30
00:48:58,084	00:48:59,847	 and I'll talk you through the rest.	30
00:48:59,885	00:49:02,683	 OK. It'll be a piece of kelp.	30
00:49:11,130	00:49:12,495	 Nicely done!	30
00:49:12,531	00:49:14,260	 Can you hear me? Yeah!	30
00:49:14,300	00:49:16,791	 Here comes the pebble.	30
00:49:18,070	00:49:19,264	 Ptoo.	30
00:49:21,741	00:49:24,539	 Now, do you see a small opening?	30
00:49:24,577	00:49:26,010	 Uh-huh!	30
00:49:26,045	00:49:29,208	 Inside it, you'll see a rotating fan.	30
00:49:29,248	00:49:33,776	 Wedge that pebble into the fan to stop it turning.	30
00:49:37,189	00:49:38,486	 Aah!	30
00:49:38,524	00:49:40,822	 Careful, Sharkbait! I cant do it!	30
00:49:40,860	00:49:42,384	 Gill, this isn't a good idea.	30
00:49:42,428	00:49:44,191	 He'll be fine. Try again!	30
00:49:44,230	00:49:46,926	 OK.	30
00:49:46,966	00:49:49,434	 That's it, Sharkbait.	30
00:49:49,468	00:49:51,766	 Nice and steady.	30
00:49:54,240	00:49:55,798	 I got it! I got it!	30
00:49:55,841	00:49:58,571	 He did it! That's great, kid!	30
00:49:58,611	00:50:00,806	 Now swim up the tube and out.	30
00:50:18,097	00:50:20,827	 Oh, no! Gill!	30
00:50:20,866	00:50:22,060	 Sharkbait! Oh, my gosh!	30
00:50:22,101	00:50:23,329	 Get him outta there!	30
00:50:23,369	00:50:25,894	 What do we do? Oh, no!	30
00:50:25,938	00:50:27,906	 Stay calm, kid. Just dont panic!	30
00:50:28,941	00:50:30,340	 Help me!	30
00:50:30,376	00:50:32,742	 Sharkbait, grab hold of this!	30
00:50:36,248	00:50:38,216	 No! No! No! Feed me more!	31
00:50:38,250	00:50:41,185	 That's it! Sharkbait! Grab it!	31
00:50:41,220	00:50:43,916	 I got it!	31
00:50:43,956	00:50:45,753	 Pull!	31
00:50:52,431	00:50:55,127	 Gill, dont make him go back in there.	31
00:50:56,368	00:51:00,395	 No. We're done.	31
00:51:13,452	00:51:15,147	 Dude.	31
00:51:15,187	00:51:18,247	 Uhh. Dude.	31
00:51:18,290	00:51:22,784	 Focus, dude. Dude.	31
00:51:22,828	00:51:24,455	 Ohh.	31
00:51:24,497	00:51:26,089	 Oh, he lives. Hey, dude!	31
00:51:26,132	00:51:29,499	 Ohh. What happened?	31
00:51:29,535	00:51:31,594	 Saw the whole thing, dude.	31
00:51:31,637	00:51:33,502	" First, you were all, like, ""Whoa!""..."	31
00:51:33,539	00:51:35,166	" and then we were all, like, ""Whoa!""..."	31
00:51:35,207	00:51:37,107	" and then you were, like, ""Whoa."""	31
00:51:37,143	00:51:38,576	 What are you talking about?	31
00:51:38,611	00:51:42,047	 You, mini-man. Takin' on the jellies.	31
00:51:42,081	00:51:44,914	 You got serious thrill issues, dude.	31
00:51:44,950	00:51:46,212	 Ohh. Awesome.	31
00:51:46,252	00:51:49,449	 Uhh. Oh, my stomach. Ohh!	31
00:51:49,488	00:51:51,456	 Oh, man. No hurlin' on the shell, dude, OK?	31
00:51:51,490	00:51:52,684	 Just waxed it.	31
00:51:52,725	00:51:54,955	 So, Mr. Turtle...	31
00:51:54,994	00:51:57,360	 Whoa, dude. Mr. Turtle is my father.	31
00:51:57,396	00:51:58,829	 The name's Crush.	31
00:51:58,864	00:52:01,196	 Crush? Really?	31
00:52:01,233	00:52:05,897	 OK, Crush. I need to the East Australian Current.	31
00:52:05,938	00:52:07,166	 E.A.C.?	31
00:52:07,206	00:52:09,140	 Oh, dude.	31
00:52:09,175	00:52:11,541	 You're ridin' it, dude!	31
00:52:11,577	00:52:14,205	 Check it out!	32
00:52:35,134	00:52:36,999	 OK, grab shell, dude!	32
00:52:37,036	00:52:38,804	 Grab wh-a-a-at?!	32
00:52:48,180	00:52:50,842	 Ha ha! Righteous! Righteous!	32
00:52:50,883	00:52:55,621	 Yeah! Stop!	32
00:52:55,621	00:52:58,089	 So...	32
00:52:58,123	00:53:01,650	 What brings you on this fine day to the E.A.C.?	32
00:53:01,694	00:53:04,288	 Dory and I need to get to Sydney.	32
00:53:04,330	00:53:06,560	 Dory! Is she all right?	32
00:53:06,599	00:53:08,396	 Huh? Oh, little blue.	32
00:53:09,501	00:53:11,093	 She is sub-level, dude.	32
00:53:15,241	00:53:17,801	 Dory! Dory! Dory!	32
00:53:17,843	00:53:19,572	 Dory.	32
00:53:21,313	00:53:24,146	 I'm so sorry.	32
00:53:24,183	00:53:27,516	 This is all my fault. It's my fault.	32
00:53:27,553	00:53:32,524	 Twenty-nine, thirty! Ready or not, here I come!	32
00:53:32,524	00:53:34,549	 There you are!	32
00:53:35,828	00:53:38,695	 Catch me if you can!	32
00:53:38,731	00:53:41,097	 Dory?	32
00:53:41,133	00:53:42,964	 Nice wave!	32
00:53:43,002	00:53:45,027	 Oh, wow!	32
00:53:45,070	00:53:46,731	 Heh heh.	32
00:53:46,772	00:53:47,206	 Up you go!	32
00:53:48,641	00:53:51,633	 Whoo-hoo! Whoo-hoo!	32
00:53:51,677	00:53:53,110	 Whoa! Whoa!	33
00:53:54,413	00:53:56,745	 Whoa-oh-oh-oh!	33
00:53:58,651	00:54:01,245	 Oh, my goodness! Kill the motor, dude.	33
00:54:01,287	00:54:04,620	 Let us see what Squirt does flying solo.	33
00:54:10,362	00:54:13,058	 Whoa!	33
00:54:13,098	00:54:16,090	 Whoa! That was so cool!	33
00:54:16,135	00:54:17,932	 Hey, Dad, did you see that?	33
00:54:17,970	00:54:20,302	 Did you see me? Did you see what I did?	33
00:54:20,339	00:54:23,308	 You so totally rock, Squirt!	33
00:54:23,342	00:54:24,866	 So give me some fin.	33
00:54:24,910	00:54:26,309	 Noggin.	33
00:54:26,345	00:54:27,710	 Dude. Dude.	33
00:54:27,746	00:54:29,145	 Oh... intro.	33
00:54:29,181	00:54:31,081	 Jellyman, offspring.	33
00:54:31,116	00:54:33,175	 Offspring, Jellyman.	33
00:54:33,218	00:54:36,745	 Jellies?! Sweet. Totally.	33
00:54:36,789	00:54:40,020	 Apparently, I must've done something you liked... dudes.	33
00:54:40,059	00:54:42,493	 You rock, dude! Ow.	33
00:54:42,528	00:54:47,261	 Curl away, my son. It's awesome, Jellyman.	33
00:54:47,299	00:54:48,960	 The little dudes are just eggs.	33
00:54:49,001	00:54:50,764	 We leave 'em on a beach to hatch...	33
00:54:50,803	00:54:52,065	 and then, coo-coo-cachoo...	33
00:54:52,104	00:54:54,504	 they find their way back to the big ol' blue.	33
00:54:54,540	00:54:56,872	 All by themselves? Yeah.	33
00:54:56,909	00:54:59,901	 But, dude, how do you know when they're ready?	33
00:54:59,945	00:55:01,173	 Well, you never really know.	33
00:55:01,213	00:55:04,614	 But when they know, you'll know, you know? Ha.	33
00:55:08,854	00:55:10,287	 Hey, look, everybody.	33
00:55:10,322	00:55:13,018	 I know that dude! It's the Jellyman!	33
00:55:13,058	00:55:15,083	 Go on. Jump on him!	33
00:55:15,127	00:55:18,324	 Turtle pile! Wait, wait, wait!	33
00:55:18,364	00:55:20,423	 Are you funny? Where's your shell?	33
00:55:20,466	00:55:22,525	 I need to breathe! Are you running away?	33
00:55:22,568	00:55:24,229	 Did you really cross the jellyfish forest?	33
00:55:24,269	00:55:26,237	 Did they sting you? One at a time!	33
00:55:26,271	00:55:27,932	 Mr. Fish, did you die?	33
00:55:27,973	00:55:30,498	 Sorry, I was a little vague on the details.	34
00:55:30,542	00:55:31,702	 So, where are you going?	34
00:55:31,744	00:55:33,609	 You see, my son was taken.	34
00:55:33,645	00:55:36,478	 My son was taken away from me.	34
00:55:36,515	00:55:38,779	 No way. What happened?	34
00:55:38,817	00:55:40,978	 No, no, kids. I dont want to talk about it.	34
00:55:41,020	00:55:43,352	 Aww! Please?	34
00:55:43,389	00:55:44,720	 Please?	34
00:55:44,757	00:55:47,493	 Well, OK.	34
00:55:47,493	00:55:51,327	 I live on this reef a long, long way from here.	34
00:55:51,363	00:55:53,388	 This is gonna be good. I can tell.	34
00:55:53,432	00:55:55,832	 And my son Nemo...	34
00:55:55,868	00:55:57,836	 See, he was mad at me.	34
00:55:57,870	00:55:59,497	 And maybe he wouldnt have done it...	34
00:55:59,538	00:56:01,028	 if I hadn't been so tough on him.	34
00:56:01,073	00:56:02,301	 I dont know.	34
00:56:02,341	00:56:04,332	 Anyway, he swam out in the open water to this boat...	34
00:56:04,376	00:56:07,243	 and when he was out there, these divers appeared...	34
00:56:07,279	00:56:09,907	 and I tried to stop them, but the boat was too fast.	34
00:56:09,948	00:56:11,711	 So, we swam out in the ocean to follow them...	34
00:56:11,750	00:56:14,082	 They couldnt stop 'em. And then Nemo's dad...	34
00:56:14,119	00:56:16,883	 he swims out to the ocean, and they bump into...	34
00:56:16,922	00:56:18,219	 ...three ferocious sharks.	34
00:56:18,257	00:56:20,350	 He scares away the sharks by blowing 'em up!	34
00:56:20,392	00:56:21,723	 Golly, that's amazing.	34
00:56:21,760	00:56:23,387	 And then dives thousands of feet...	34
00:56:23,429	00:56:25,158	 ...straight down into the dark.	34
00:56:25,197	00:56:26,664	 It's wicked dark down there.	34
00:56:26,698	00:56:28,393	 You cant see a thing. How's it going, Bob?	34
00:56:28,434	00:56:30,095	 And the only thing they can see down there...	34
00:56:30,135	00:56:31,864	 ...is the light from this big, horrible creature...	34
00:56:31,904	00:56:33,872	 with razor-sharp teeth. Nice parry, old man.	34
00:56:33,906	00:56:35,271	 And then he has to blast his way...	34
00:56:35,307	00:56:36,934	 So, these two little fish have been...	34
00:56:36,975	00:56:40,512	 searching the ocean for days on the East Australian Current.	34
00:56:40,512	00:56:42,844	 Which means that he may be on his way here right now.	34
00:56:42,881	00:56:44,405	 That should put him in Sydney Harbor...	34
00:56:44,450	00:56:45,747	 ...in a matter of days. I mean, it sounds like...	34
00:56:45,784	00:56:47,775	 this guy is gonna stop at nothing...	34
00:56:47,820	00:56:50,584	 ...till he finds his son. I sure hope he makes it.	34
00:56:50,622	00:56:53,614	 That's one dedicated father, if you ask me.	34
00:56:59,231	00:57:01,165	 Mine! Mine! Mine! Mine! Mine!	34
00:57:01,200	00:57:06,502	 Mine! Mine! Mine! Mine! Mine! Mine!	34
00:57:08,273	00:57:11,674	 Would you just shut up?!	35
00:57:11,710	00:57:13,177	 You're rats with wings!	35
00:57:13,212	00:57:14,702	 Bloke's been looking for his boy Nemo.	35
00:57:14,746	00:57:17,078	 Nemo?! He was taken off the reef...	35
00:57:17,116	00:57:20,142	 Take it! You happy? Mine! Mine! Mine!	35
00:57:20,185	00:57:22,983	 Hey, say that again! Something about Nemo.	35
00:57:23,021	00:57:24,181	 Mine! Mine! Mine!	35
00:57:24,223	00:57:25,713	 Whoooa...	35
00:57:25,757	00:57:26,917	 Hyah!	35
00:57:26,959	00:57:28,517	 Mine?	35
00:57:28,560	00:57:30,790	 Last I heard, he's heading towards the harbor.	35
00:57:30,829	00:57:33,263	 Ho ho! Brilliant!	35
00:57:46,145	00:57:47,646	 Is he doing OK?	35
00:57:48,213	00:57:51,410	 Whatever you do, Don't mention D-a-r...	35
00:57:51,450	00:57:54,317	 It's OK. I know who you're talking about.	35
00:58:02,327	00:58:03,658	 Gill?	35
00:58:07,900	00:58:10,562	 Hey, Sharkbait.	35
00:58:10,602	00:58:12,832	 I'm sorry I couldnt stop the...	35
00:58:12,871	00:58:15,032	 No, I'm the one who should be sorry.	35
00:58:15,073	00:58:17,701	 I was so ready to get out...	35
00:58:17,743	00:58:20,507	 so ready to taste that ocean...	35
00:58:20,546	00:58:23,982	 I was willing to put you in harm's way to get there.	35
00:58:24,016	00:58:27,975	 Nothing should be worth that.	35
00:58:28,020	00:58:31,251	 I'm sorry I couldnt get you back to your father, kid.	35
00:58:34,960	00:58:37,861	 All right. Hey, hey, hey...	35
00:58:37,896	00:58:39,523	 What the... Aaah!	35
00:58:39,565	00:58:43,296	 That's one way to pull a tooth.	35
00:58:43,335	00:58:45,428	 Huh. Darn kids.	36
00:58:45,470	00:58:48,462	 Good thing I pulled the right one, eh, Prime Minister?	36
00:58:48,507	00:58:50,065	 Hey, psst!	36
00:58:50,108	00:58:52,099	 Oh, Nigel! You just missed an extraction.	36
00:58:52,144	00:58:54,772	 Has he loosened the periodontal ligament yet?	36
00:58:54,813	00:58:56,872	 What am I talking about? Where's Nemo?	36
00:58:56,982	00:58:59,246	 I've got to speak with him. What is it?	36
00:58:59,284	00:59:01,377	 Your dad's been fighting the entire ocean...	36
00:59:01,420	00:59:04,048	 Iooking for you. My father? Really?	36
00:59:04,089	00:59:08,219	 He's traveled hundreds of miles, battling sharks and jellyfish...	36
00:59:08,260	00:59:10,751	 Sharks? That cant be him.	36
00:59:10,796	00:59:13,390	 What was his name? Some sort of sport fish.	36
00:59:13,432	00:59:15,593	 Tuna? Trout? Marlin?	36
00:59:15,634	00:59:17,465	 Marlin! The little clownfish from the reef.	36
00:59:17,502	00:59:20,096	 It's my dad! He took on a shark!	36
00:59:20,138	00:59:22,470	 I heard he took on three.	36
00:59:22,507	00:59:25,340	 Three sharks? That's 4,800 teeth!	36
00:59:25,377	00:59:27,470	 After you were taken by Diver Dan over there...	36
00:59:27,512	00:59:29,742	 your dad followed the boat like a maniac.	36
00:59:29,781	00:59:31,146	 Really?	36
00:59:31,183	00:59:32,980	 He's swimming, giving it all he's got...	36
00:59:33,018	00:59:35,077	 and then three gigantic sharks capture him...	36
00:59:35,120	00:59:37,384	 and he blows them up and dives thousands of feet...	36
00:59:37,422	00:59:40,255	 and gets chased by a monster with huge teeth!	36
00:59:40,292	00:59:42,920	 He ties this demon to a rock, and what's his reward?	36
00:59:42,961	00:59:45,327	 He gets to battle an entire jellyfish forest!	36
00:59:45,364	00:59:48,561	 Now he's with a bunch of sea turtles on the E.A. C...	36
00:59:48,600	00:59:52,092	 and the word is he's headed this way right now... to Sydney!	36
00:59:52,137	00:59:53,502	 Wow! What a good daddy!	36
00:59:53,538	00:59:56,098	 He was looking for you after all, Sharkbait.	36
00:59:59,611	01:00:01,238	 He's swimming to the filter!	36
01:00:01,280	01:00:02,770	 Sharkbait! Not again!	36
01:00:04,316	01:00:07,251	 Sharkbait!	36
01:00:07,286	01:00:08,651	 No!	36
01:00:08,687	01:00:09,881	 You got your whole life ahead of you!	36
01:00:09,921	01:00:12,321	 We'll help you, kid! Get him out!	36
01:00:16,628	01:00:18,289	 Get him out of there!	36
01:00:18,330	01:00:19,957	 Come on, kid! Grab the end!	36
01:00:19,998	01:00:22,592	 Sharkbait!	36
01:00:22,634	01:00:24,659	 No! Can you hear me?	37
01:00:24,703	01:00:26,193	 Nemo! Can you hear me?	37
01:00:26,238	01:00:28,263	 Yeah, I can hear you.	37
01:00:28,307	01:00:30,241	 Sharkbait, you did it!	37
01:00:30,275	01:00:34,075	 Sharkbait, you're... covered with germs! Aah!	37
01:00:34,112	01:00:36,181	 Ha ha! That took guts, kid.	37
01:00:36,181	01:00:38,672	 All right, gang, we have less than 48 hours...	37
01:00:38,717	01:00:40,014	 before Darla gets here.	37
01:00:40,052	01:00:41,747	 This tank'll get plenty dirty in that time...	37
01:00:41,787	01:00:44,620	 but we have to help it along any way we can.	37
01:00:44,656	01:00:46,920	 Jacques? No cleaning. I shall resist.	37
01:00:46,958	01:00:49,620	 Everybody else, be as gross as possible.	37
01:00:49,661	01:00:50,889	 Think dirty thoughts.	37
01:00:50,929	01:00:53,124	 We're gonna make this tank so filthy...	37
01:00:53,165	01:00:55,690	 the dentist will have to clean it.	37
01:00:55,734	01:00:57,827	 Good work! Ha ha ha!	37
01:01:04,376	01:01:06,901	 All right, we're here, dudes!	37
01:01:06,945	01:01:10,142	 Get ready! Your exit's coming up, man!	37
01:01:10,182	01:01:11,672	 Where? I dont see it!	37
01:01:11,717	01:01:14,151	 Right there! I see it! I see it!	37
01:01:14,186	01:01:17,314	 The swirling vortex of terror?	37
01:01:17,356	01:01:19,654	 That's it, dude. Of course it is.	37
01:01:19,691	01:01:23,718	 OK, first, find your exit buddy.	37
01:01:23,762	01:01:26,253	 Do you have your exit buddy?	37
01:01:26,298	01:01:27,526	 Yes!	37
01:01:27,566	01:01:32,299	 Squirt give you a rundown of proper exiting technique.	37
01:01:32,337	01:01:35,864	 Good afternoon! We'll have a great jump today!	37
01:01:35,907	01:01:39,604	 OK, crank a hard cutback as you hit the wall.	37
01:01:39,644	01:01:42,579	 There's a screaming bottom turn, so watch out!	37
01:01:42,614	01:01:45,879	 Remember... rip it, roll it, and punch it!	37
01:01:45,917	01:01:49,045	 He's trying to speak to me, I know it!	37
01:01:49,087	01:01:52,318	 You're really cute, but I dont know what you're saying!	37
01:01:52,357	01:01:53,619	 Say the first thing again.	37
01:01:53,658	01:01:56,183	 OK, Jellyman! Go, go, go!	37
01:02:01,433	01:02:04,960	 Whoa! Wahoo!	38
01:02:05,003	01:02:07,062	 Whoa! Whoa!	38
01:02:09,107	01:02:10,506	 Whoo!	38
01:02:10,542	01:02:13,136	 That was... fun!	38
01:02:13,178	01:02:15,442	 I actually enjoyed that.	38
01:02:15,480	01:02:17,107	 Hey, look, turtles!	38
01:02:17,149	01:02:20,084	 Ha ha! Most excellent!	38
01:02:20,118	01:02:21,881	 Now turn your fishy tails around...	38
01:02:21,920	01:02:25,117	 and swim straight on through to Sydney!	38
01:02:25,157	01:02:27,318	 No worries, man!	38
01:02:27,359	01:02:29,418	 No worries! Thank you, dude Crush!	38
01:02:29,461	01:02:32,021	 Bye! Bye, Jellyman!	38
01:02:32,063	01:02:34,361	 You tell your little dude I said hi, OK?	38
01:02:34,399	01:02:35,559	 See ya later, dudes!	38
01:02:35,600	01:02:37,329	 Bye, everyone!	38
01:02:37,369	01:02:39,701	 Nemo would have loved this.	38
01:02:39,738	01:02:43,071	 Ooh! Hey! Crush, I forgot!	38
01:02:43,108	01:02:44,666	 How old are you?	38
01:02:44,709	01:02:48,907	 150, dude! And still young! Rock on!	38
01:02:48,947	01:02:52,974	 150! 150! I gotta remember that.	38
01:02:53,018	01:02:54,212	 Whoa.	38
01:02:59,024	01:03:01,652	 We going in there? Yep.	38
01:03:01,693	01:03:03,752	 P. Sherman, 42 Wallaby Way, Sydney?	38
